,game_id,red_win,total_moves
10079,dPLB9P,0.0,44
10080,3gWQnd,1.0,25
10081,Lw9KZK,0.5,90
10082,OWwoln,1.0,89
10083,j6JonN,0.0,38
10084,pwv5YX,0.0,78
10085,vRLWBO,1.0,63
10086,Lw9X0b,1.0,63
10087,nodEKK,1.0,81
10088,kraaZ4,1.0,177
10089,2mZZOJ,1.0,53
10090,4a4rmZ,1.0,67
10091,e32g03,0.0,36
10092,nod41V,1.0,75
10093,j6J91W,0.0,46
10094,oOyo16,1.0,59
10095,lRkAXY,0.0,50
10096,zw60NB,1.0,69
10097,6oXBbJ,0.0,74
10098,XK9W4P,0.0,106
10099,oOygg6,0.0,133
10100,bQP62B,0.0,84
10101,bQPY1B,1.0,127
10102,AkwOA2,0.0,98
10103,NRA5ZB,1.0,120
10104,mNEvm3,1.0,55
10105,NRA3oP,0.0,58
10106,VOlA30,0.0,80
10107,rR9V13,0.0,52
10108,NRlm4B,0.0,34
10109,YOKZZV,0.0,50
10110,bQq50Q,1.0,59
10111,e3gmlq,1.0,97
10112,VOlZ4Q,0.0,72
10113,VOlQMG,0.5,70
10114,GE4R6Y,1.0,64
10115,PNV3pW,0.0,52
10116,6oalQy,1.0,75
10117,OWlPE5,0.5,29
10118,PNVoE3,0.0,9
10119,YOK4La,1.0,139
10120,El4ma0,1.0,71
10121,rR9KGA,0.0,36
10122,AkZkYR,1.0,27
10123,9ZdZaV,1.0,75
10124,VOlKJo,0.5,33
10125,JKY5yK,1.0,35
10126,2mBdVK,1.0,47
10127,bQqWn3,0.0,56
10128,NRlLlL,1.0,149
10129,JKYQ9y,0.0,58
10130,w5Q4le,1.0,57
10131,9Zdoqr,0.0,62
10132,w5QB9M,1.0,41
10133,w5QBpN,1.0,195
10134,an5Mlz,0.0,66
10135,JKYdJl,1.0,111
10136,rRAVwb,0.0,40
10137,Ak5j6N,0.0,64
10138,XKW9d1,1.0,12
10139,6ovJVJ,0.0,154
10140,RO4Y1G,0.0,26
10141,vRWr51,1.0,55
10142,oO2ary,0.0,48
10143,Wwg5oy,0.0,72
10144,JKLrw1,1.0,75
10145,e3BE4n,0.0,118
10146,j6QnKy,0.0,50
10147,9Znb69,0.0,62
10148,GEGbbn,0.0,62
10149,QEgveV,0.0,58
10150,dPeXnB,0.5,141
10151,2mE5d2,0.5,107
10152,rR61wB,1.0,53
10153,YOgd9B,0.0,46
10154,4a5EMX,1.0,77
10155,0aOrl6,1.0,51
10156,9Zn149,0.0,46
10157,yMV2BA,0.0,64
10158,Eln1by,0.0,46
10159,BN61Mz,1.0,47
10160,YOgJyV,1.0,57
10161,vRVQbl,0.0,45
10162,rR6qKZ,0.0,74
10163,pw5NK2,0.0,64
10164,GEGw6P,1.0,81
10165,ROgPnN,0.0,32
10166,an3pga,0.0,34
10167,lRPl9J,0.0,46
10168,BN6gdP,0.0,56
10169,0aOj4r,0.0,78
10170,w5Nro0,0.0,126
10171,XKgpwL,1.0,64
10172,qRB3e5,0.0,35
10173,noLQvJ,0.0,54
10174,VOwz5G,0.0,60
10175,OWV4vm,0.0,11
10176,e3BOVj,0.0,52
10177,w5NRak,0.0,30
10178,e33PWb,0.0,28
10179,annwOK,0.0,34
10180,oOOl2X,0.0,46
10181,NRRNMg,0.0,84
10182,BNNZQJ,0.0,48
10183,BNNEpg,0.0,66
10184,YOOweZ,0.0,64
10185,GEEVRa,0.0,88
10186,6oJ2bJ,0.0,36
10187,0aL5MO,0.0,66
10188,lREYJO,0.0,108
10189,yMXpj4,0.0,146
10190,LwPBbB,1.0,81
10191,vRKZJP,0.0,108
10192,VONNNP,0.0,36
10193,2meJro,0.0,33
10194,yMX4Z4,0.0,50
10195,MN3230,0.0,36
10196,lRELXr,1.0,75
10197,nozEeJ,0.0,46
10198,MN31EJ,1.0,71
10199,rRNzvp,1.0,79
10200,YON1o4,1.0,59
10201,oOEy23,1.0,49
10202,BN0wjX,1.0,81
10203,bQWPoB,0.5,65
10204,zwj3lY,1.0,57
10205,e3lg2p,0.0,84
10206,bQWJWB,1.0,157
10207,noz3dV,0.5,84
10208,6oJRGJ,0.0,94
10209,LwLvzY,1.0,27
10210,1o5qNX,1.0,23
10211,noemRR,0.0,108
10212,zw5mBQ,1.0,33
10213,ZORP2Y,0.0,62
10214,zw5z9Q,0.0,46
10215,j6PjNy,0.5,136
10216,w54Y5M,1.0,39
10217,oOBRe6,1.0,109
10218,BN9LjK,0.5,103
10219,LwLdy4,1.0,61
10220,NReo1L,0.5,135
10221,g2nVo5,1.0,80
10222,zw5JKq,0.0,58
10223,dP19Qv,1.0,129
10224,WwReeE,0.0,83
10225,LwL4qO,1.0,89
10226,1o5AkQ,0.0,138
10227,BN9drl,0.0,64
10228,PN6Rv3,1.0,53
10229,6owPdp,1.0,85
10230,ZOljvy,0.0,67
10231,3g6vY4,0.0,38
10232,Wwlqn2,1.0,43
10233,LwYm0K,1.0,71
10234,pw9ZdW,1.0,77
10235,VOlMj0,0.0,86
10236,QElX1X,0.5,55
10237,5oJVeE,0.0,66
10238,NRlPEL,1.0,59
10239,9ZdjKw,1.0,53
10240,MN4mv6,1.0,81
10241,ZOlX29,0.0,80
10242,w5QeP0,1.0,67
10243,no4Zyd,0.0,40
10244,BN4o6g,0.5,117
10245,WwlWjq,1.0,41
10246,mNobWA,0.0,118
10247,rR9OWp,0.0,56
10248,3g6Pz5,1.0,103
10249,PNVLg1,1.0,117
10250,JKYw6l,0.0,86
10251,BNJRQz,1.0,73
10252,KNyybd,0.5,249
10253,g233Md,0.5,228
10254,KN4pnM,0.0,86
10255,GEWOZG,0.5,40
10256,e36zMb,0.0,112
10257,anyQ5q,0.0,78
10258,3gb2m3,0.0,40
10259,vR5zpO,0.0,114
10260,g2ylKO,0.5,79
10261,anQGGY,0.0,14
10262,YO4zen,0.0,26
10263,oOzynY,0.5,68
10264,PNKEVM,1.0,74
10265,nopo4b,0.5,68
10266,ROeOMN,1.0,69
10267,4aa0EW,0.5,171
10268,WwKw6Z,0.0,115
10269,zw6gKY,0.0,42
10270,ElllBr,0.0,56
10271,g22KwN,1.0,89
10272,e32pyj,0.0,72
10273,vRLg3E,0.0,54
10274,qRE6EN,1.0,53
10275,bQQPwB,1.0,39
10276,vRdbrO,1.0,91
10277,LwW6Ab,0.0,98
10278,XKjopP,0.0,58
10279,pwYWVa,0.0,120
10280,ElKYJb,0.0,88
10281,oOqERX,1.0,113
10282,g2J13p,1.0,69
10283,g2J1X5,1.0,55
10284,XKjN6d,1.0,153
10285,GE0y99,0.0,82
10286,9ZV9PW,1.0,81
10287,mNb2Wa,0.0,68
10288,NRKdXB,0.0,66
10289,ElKyon,1.0,79
10290,OWmzn5,0.0,72
10291,bQ16NE,0.0,138
10292,KNlYeE,1.0,55
10293,PNLY3X,1.0,365
10294,VOJYOB,0.0,72
10295,NRKOe0,1.0,45
10296,2mGwRo,0.0,124
10297,PNLYAA,0.0,66
10298,ZOAJLP,1.0,101
10299,qROmBl,0.0,50
10300,rROq5M,0.0,118
10301,ZOAJZY,0.5,65
10302,pwYNkM,1.0,87
10303,KNlmak,0.0,102
10304,vRdQvO,0.5,65
10305,LwWq4a,1.0,45
10306,ROEPaG,0.0,328
10307,zwO26G,0.0,136
10308,PNmOP3,0.0,70
10309,GEKWBa,0.0,84
10310,krod4X,0.0,50
10311,0a5kQ6,1.0,41
10312,nopwXR,0.0,36
10313,mN1eB2,0.0,18
10314,1o9QN0,1.0,95
10315,LwBWQb,0.0,50
10316,ZOyRbX,0.0,40
10317,6opwKL,1.0,57
10318,Elkyqy,0.0,66
10319,kro3Vv,0.0,82
10320,oOdB4q,0.0,64
10321,ROemRG,0.0,76
10322,MNY2vr,1.0,99
10323,2m9J45,1.0,89
10324,3gm2N5,0.0,134
10325,LwBXnB,0.0,70
10326,rRjzR3,1.0,77
10327,w5lzz6,0.0,56
10328,XKPPGd,0.0,162
10329,g240rY,1.0,91
10330,BNvKVg,1.0,49
10331,w5bvNO,1.0,65
10332,noyadl,1.0,105
10333,1olvbQ,1.0,45
10334,WwGZY2,0.5,177
10335,noakVK,1.0,49
10336,j6lBvo,0.0,106
10337,5oPVVr,1.0,37
10338,JKZmvE,1.0,59
10339,VOjMnA,0.0,78
10340,5oPVqn,1.0,93
10341,AkKqRE,0.0,90
10342,3gQAnr,0.0,48
10343,noaWna,0.0,252
10344,vRyblR,0.5,59
10345,6o3NYK,0.0,6
10346,GEZOjb,1.0,75
10347,anKWza,1.0,77
10348,2mnw13,0.0,96
10349,bQ0YAG,1.0,111
10350,WwZdzq,0.0,60
10351,VOjEQ0,0.0,72
10352,2mn2E2,1.0,37
10353,e30Qln,0.0,52
10354,GEZvqn,0.0,60
10355,zwGAzG,0.0,52
10356,VOjEoO,0.0,34
10357,YO4jV9,1.0,159
10358,pwjamR,0.0,146
10359,LwZ3RY,1.0,67
10360,ZO4nqy,1.0,35
10361,vRyvdO,0.0,96
10362,GEZrZa,0.0,72
10363,LwZdr2,1.0,41
10364,WwZ0MJ,1.0,143
10365,ElZBJg,0.0,74
10366,5oP3aE,1.0,55
10367,ElZ9eP,1.0,77
10368,WwZ6d2,0.0,90
10369,g20gWY,1.0,91
10370,dPmAao,1.0,43
10371,NRYnny,1.0,75
10372,yMKwrV,1.0,197
10373,JKpbnl,0.0,68
10374,bQgM5E,1.0,117
10375,0a0lyZ,0.0,294
10376,9ZEMXr,1.0,79
10377,XKkOyO,0.0,26
10378,rRKkEM,0.0,82
10379,9ZEMMW,1.0,77
10380,AkYngE,0.0,36
10381,LwKJ6b,1.0,53
10382,anlY3a,1.0,47
10383,KNwrPj,1.0,71
10384,YOko1Z,1.0,87
10385,QEWVXJ,1.0,87
10386,6oE9pO,0.0,56
10387,dPe2OA,0.0,54
10388,ZOWLXY,0.0,62
10389,oO2vOy,1.0,87
10390,MNBQ9B,0.5,73
10391,5ojleO,0.0,36
10392,OWVPpw,0.0,54
10393,OWVKam,1.0,65
10394,ZOWLQN,0.0,90
10395,WwgZay,0.0,106
10396,GEGGqb,1.0,85
10397,2mEn0J,0.0,80
10398,e3BBXN,0.0,72
10399,an33gp,1.0,69
10400,oO229a,0.0,154
10401,NR66yO,0.0,40
10402,6o2VOy,0.0,16
10403,vRdJpO,1.0,20
10404,0ang3R,1.0,13
10405,LwWJdK,1.0,18
10406,LwWJAK,1.0,13
10407,nob51d,0.0,6
10408,Ak6nJE,1.0,11
10409,BNr5aP,0.0,8
10410,anAY6K,0.0,7
10411,JK0jv1,1.0,15
10412,1oQrov,0.0,10
10413,pwdklG,1.0,63
10414,3gPEg3,1.0,22
10415,OWaj6G,0.0,38
10416,QEgE0O,1.0,75
10417,j6Q6b0,1.0,89
10418,vRVRRO,1.0,119
10419,vRVRnv,0.0,168
10420,yMVmlw,0.0,54
10421,GEGemN,0.0,102
10422,ROgp1l,1.0,61
10423,bQLzG2,1.0,85
10424,2mEqgK,1.0,25
10425,LweNEB,1.0,67
10426,noLgMR,0.0,46
10427,e3Bpbp,0.0,98
10428,6omjBO,0.0,54
10429,noLReb,1.0,71
10430,GEGpZN,0.0,50
10431,KN2AGv,1.0,77
10432,OWV0lG,1.0,83
10433,3gJr23,1.0,67
10434,0aOebr,0.0,92
10435,GEGQgP,1.0,71
10436,2mE6Vz,1.0,95
10437,zwMk96,1.0,97
10438,NR6BLL,0.0,77
10439,vRV63E,0.0,58
10440,GEGQQv,1.0,167
10441,Elnv9V,1.0,39
10442,bQLe2B,0.0,106
10443,AkBEXb,1.0,207
10444,vRV4gO,0.0,78
10445,j6Qd90,1.0,51
10446,oO29P3,1.0,55
10447,VOwq4g,1.0,79
10448,w5NO3K,0.0,64
10449,6omPP9,0.0,50
10450,AkBLjN,1.0,77
10451,6opv2p,1.0,65
10452,oOdaKA,1.0,27
10453,vRZ5y1,1.0,43
10454,BNRJ4X,1.0,49
10455,e36Gpp,1.0,89
10456,dPZ9rz,1.0,7
10457,NR0yo0,1.0,7
10458,5ok3dk,1.0,6
10459,bQmpoE,1.0,21
10460,nopvYJ,0.0,7
10461,JKog1M,0.0,6
10462,oOdnYX,0.0,6
10463,5ok3aJ,1.0,12
10464,mN1yn3,1.0,13
10465,PNmnrA,1.0,10
10466,LwB4g2,0.0,7
10467,kro4nE,0.0,5
10468,qRdG2y,1.0,8
10469,Elk9ey,1.0,19
10470,lRYOvO,1.0,20
10471,4amgVN,1.0,12
10472,XKqld3,0.0,8
10473,2m9P0J,0.0,66
10474,6opebK,1.0,51
10475,PNmvd9,1.0,44
10476,bQmrkB,1.0,17
10477,6opQWy,0.0,8
10478,oOdbWV,1.0,15
10479,mN1Rlp,0.0,11
10480,nopAkb,1.0,7
10481,OWqd1y,1.0,43
10482,ZOWwEG,0.0,130
10483,dPP4bA,0.0,52
10484,pwwYG2,1.0,63
10485,GEEZLG,1.0,89
10486,9ZZYQP,1.0,79
10487,lRRbjE,1.0,41
10488,dPPZ2r,0.0,136
10489,bQQ0JQ,1.0,65
10490,qRRXvz,1.0,57
10491,mNN0M6,0.0,36
10492,vRRyQz,0.0,52
10493,ROO4KN,1.0,105
10494,3ggbMQ,1.0,63
10495,pwwkA5,1.0,91
10496,zwwQko,0.0,80
10497,qRREaW,1.0,39
10498,6oo5M9,0.0,120
10499,pww2Rl,0.0,130
10500,ZOOejm,0.5,117
10501,bQQd43,0.0,52
10502,Wwwj6E,0.0,92
10503,oOOGLw,1.0,185
10504,krrzZ5,0.0,62
10505,mNNpdZ,0.5,103
10506,e336le,1.0,63
10507,dPP6Nb,0.0,78
10508,BNNdng,0.0,112
10509,3ggYo5,0.0,96
10510,BNN2Bg,1.0,213
10511,MNNjv0,1.0,131
10512,krKdgq,0.0,64
10513,2mdrko,0.0,28
10514,noKwvl,0.0,58
10515,rR4aoM,0.5,66
10516,5oKWnp,1.0,85
10517,oOOy1X,0.0,78
10518,NRRAOP,0.0,82
10519,vRRAnO,0.5,158
10520,mNNAYA,1.0,67
10521,AkdGrV,1.0,65
10522,mNa90p,0.0,72
10523,AkdG9d,1.0,41
10524,j63jnN,1.0,39
10525,Lw1kya,1.0,107
10526,3gZ5Y3,1.0,53
10527,rRp2lA,1.0,45
10528,NRqOq5,1.0,63
10529,oOkbEV,0.0,13
10530,3gZyWb,0.0,12
10531,BNVk9z,1.0,38
10532,mNaRR2,0.0,72
10533,3gZyEb,1.0,33
10534,2mW5rJ,1.0,53
10535,g2Qdab,1.0,73
10536,g2Qle6,0.5,81
10537,w5K30k,0.5,145
10538,2mW5wo,0.5,66
10539,bQw9m3,0.0,60
10540,3gJ42b,1.0,11
10541,4a5ykM,0.0,12
10542,AkBJXE,1.0,13
10543,g2ybLp,1.0,16
10544,zwMJOL,0.0,12
10545,Lwe4BO,1.0,18
10546,WwgegA,1.0,13
10547,oO2nOA,1.0,15
10548,VOw2OG,0.0,8
10549,mNaRka,0.0,7
10550,vRVeoR,1.0,12
10551,ZOWrNy,0.0,4
10552,QEgQrB,1.0,7
10553,GEGAnv,1.0,11
10554,VOw21O,1.0,11
10555,zwMJXd,1.0,13
10556,OWrzry,0.0,50
10557,KNpaBN,0.5,252
10558,zwKYGy,1.0,45
10559,qR4yY5,1.0,75
10560,5oN1n3,0.0,112
10561,Wwo6Ar,0.5,96
10562,g2qowb,0.0,48
10563,VOXepg,0.5,224
10564,5oNajk,0.0,46
10565,lRZlLN,0.0,80
10566,yMO3PW,1.0,55
10567,6oN9MJ,1.0,65
10568,XKoGer,1.0,37
10569,PNZlQW,1.0,71
10570,w5eRRK,1.0,67
10571,ROmd0p,1.0,93
10572,GEWPWn,0.0,18
10573,ZOdKyy,0.0,32
10574,vROG2g,0.0,52
10575,1o6Yo0,1.0,105
10576,4aYVea,1.0,109
10577,bQ4kqb,1.0,31
10578,1o6YbE,1.0,49
10579,e3wPpJ,0.0,54
10580,dPBOn3,0.0,56
10581,bQ4kp9,1.0,63
10582,rRalv5,0.5,261
10583,MNGrbg,0.0,68
10584,j6waaE,1.0,49
10585,EloQoV,0.0,118
10586,dPBo23,0.0,88
10587,6o0YEK,1.0,39
10588,KNKBBk,1.0,67
10589,4aow5M,0.0,52
10590,vRokzj,0.0,60
10591,OW5qgE,1.0,65
10592,GElZ1N,0.5,45
10593,GElZ2n,1.0,71
10594,QEkWXJ,0.0,104
10595,ZOEm4P,0.0,86
10596,OW5oVz,1.0,44
10597,5oKEBJ,1.0,69
10598,KNKw4E,0.0,34
10599,w5o9aK,1.0,91
10600,VOKwrA,1.0,151
10601,QEkgLJ,0.0,70
10602,GElGOV,1.0,67
10603,vRoVov,0.0,64
10604,qRoB5W,1.0,97
10605,BNzmZl,0.0,162
10606,zwoE2y,0.0,90
10607,2mdwmv,0.0,82
10608,9ZWOdr,0.0,134
10609,3gdw5Q,1.0,111
10610,XKmYl1,1.0,81
10611,zwoewq,1.0,113
10612,PNkG6M,0.0,54
10613,anqXBq,0.0,80
10614,WwE6VZ,1.0,55
10615,BNz1gP,1.0,139
10616,krKOw9,1.0,65
10617,g2Ko1m,1.0,47
10618,4aoJ2n,1.0,47
10619,bQZe5G,1.0,131
10620,WwE1py,0.0,148
10621,WwEByJ,0.0,78
10622,OW5OBm,0.0,58
10623,JK5bJv,1.0,103
10624,krKz44,0.0,62
10625,0aaq2E,0.0,66
10626,ROOnoG,0.0,96
10627,YOOegZ,1.0,61
10628,pww2n4,1.0,57
10629,bQQz12,0.0,42
10630,NRRb1O,1.0,61
10631,PNNyRG,0.0,78
10632,YOOY0a,0.0,66
10633,EllqGj,1.0,81
10634,XKKYmr,0.0,52
10635,GEEOqP,1.0,47
10636,BNNO3g,1.0,141
10637,pww3V5,1.0,133
10638,e334Zn,1.0,93
10639,Lww29P,1.0,77
10640,OW55kG,0.0,88
10641,JK55ga,1.0,69
10642,dPKJoP,0.0,89
10643,pwKbnX,1.0,103
10644,yMoo3W,0.0,78
10645,ElN2wj,1.0,55
10646,1oOL4g,0.0,34
10647,e33Erp,1.0,89
10648,QEk61j,0.5,128
10649,ZOEpbY,0.0,34
10650,lRKpdY,0.5,65
10651,qRoaNy,1.0,55
10652,9ZW0PP,0.0,52
10653,ElNe1y,1.0,71
10654,9ZAZ69,1.0,81
10655,bQWZAb,0.0,118
10656,YONNNn,1.0,149
10657,GEyy6a,0.0,42
10658,krEPXq,0.5,216
10659,0aLq46,0.0,112
10660,vRK53g,1.0,183
10661,vRKmv1,0.0,44
10662,RO6Xke,1.0,71
10663,2mo462,1.0,37
10664,w5eaaM,1.0,69
10665,NRrgG0,0.0,16
10666,JKAjXK,1.0,27
10667,vRd1jl,0.0,90
10668,WwJ2Jq,1.0,135
10669,2m9ORv,1.0,69
10670,MNYKXq,0.5,47
10671,oOd0Jq,0.0,40
10672,pwd0Q2,0.5,60
10673,6opEeO,0.0,32
10674,MNYKeP,1.0,61
10675,anO3vq,0.0,106
10676,dPZeBr,0.0,36
10677,e36B0e,1.0,75
10678,nopLKb,0.0,58
10679,6opvAp,1.0,55
10680,anOyzz,1.0,45
10681,QEgQNJ,1.0,13
10682,3ggKVW,1.0,5
10683,4aan3W,1.0,6
10684,g2205N,1.0,35
10685,ROOWvp,0.0,90
10686,bQQ2nG,1.0,11
10687,4aaGgZ,1.0,75
10688,3ggQkQ,1.0,37
10689,yMMMLR,1.0,15
10690,nooowd,0.0,14
10691,6ooo2b,0.0,10
10692,pwwwma,0.5,195
10693,ROk1vG,1.0,181
10694,2mdkwo,0.0,62
10695,mNK9XW,0.0,25
10696,lRKpjr,1.0,57
10697,e3KZoJ,1.0,75
10698,lRKVzO,1.0,51
10699,3gd4d4,0.5,158
10700,PNk0V3,1.0,45
10701,oOKVe3,0.0,18
10702,lRKOd9,0.0,5
10703,anN3gY,0.0,54
10704,AkAB25,1.0,61
10705,e3KbNe,1.0,68
10706,ZONW9Y,1.0,75
10707,NRL6p5,0.0,11
10708,2meEa3,1.0,18
10709,5oroQE,1.0,6
10710,OW2gbg,1.0,79
10711,NRLo2L,0.0,56
10712,NRLo4y,1.0,71
10713,mNzqQW,0.0,34
10714,4a6PdY,0.0,42
10715,mNelNZ,1.0,42
10716,LwQVP4,0.0,42
10717,0akAXR,0.0,90
10718,PNOWpp,0.0,74
10719,OWJZRz,0.0,138
10720,6o0Yjp,1.0,21
10721,6o0ylb,0.5,101
10722,LwQmem,1.0,51
10723,zw2noY,0.0,74
10724,3gzAW5,0.0,150
10725,AkWq5B,0.0,50
10726,0akmb3,0.5,79
10727,vRO9aR,0.5,73
10728,LwQmk4,0.0,74
10729,zw2nAG,0.0,80
10730,AkWN0N,0.0,25
10731,GEWVVn,0.0,100
10732,oOj6QK,1.0,71
10733,lR2J1m,0.0,60
10734,qRKj1z,1.0,111
10735,2mrJlE,1.0,163
10736,vROEnv,0.0,42
10737,mNeL93,1.0,53
10738,mNeLwp,0.0,56
10739,5oW9rr,1.0,79
10740,vROeEP,0.0,88
10741,e3wRZw,0.5,68
10742,mNeyOW,1.0,43
10743,BNWMXl,0.0,54
10744,PNOMGp,0.0,64
10745,JKv4qa,0.0,80
10746,OWJyNm,0.0,74
10747,e3w9wn,0.0,62
10748,mNeO1v,1.0,46
10749,dPBXgv,1.0,51
10750,1oOyBE,0.0,56
10751,9ZWMQG,1.0,113
10752,e3Kn6e,1.0,83
10753,ROkA6e,0.0,120
10754,NRWpQw,0.0,82
10755,9ZWMyW,0.5,238
10756,ROkAae,1.0,81
10757,rR4eWM,1.0,161
10758,vRoJkl,1.0,109
10759,VONQ2B,1.0,47
10760,e3l0EJ,1.0,91
10761,0aLy33,1.0,65
10762,w5jvnM,0.0,8
10763,GEyZov,1.0,51
10764,QEBKJl,1.0,49
10765,krEqwq,0.0,50
10766,PNewoO,0.0,62
10767,bQWg12,1.0,93
10768,dPNeoz,1.0,35
10769,j6EQZW,0.0,32
10770,GEyvrG,1.0,91
10771,KNGPz5,1.0,33
10772,KNGPQd,0.0,55
10773,yMX9gd,1.0,83
10774,g21MLm,1.0,35
10775,vRKJkz,0.0,72
10776,qRrBNR,0.0,56
10777,KN32Mv,0.0,124
10778,2mJEvE,1.0,79
10779,5obo5A,0.5,100
10780,dP1Pg3,1.0,71
10781,QErE1J,0.0,52
10782,4akedX,1.0,53
10783,kr3rvq,0.0,146
10784,oOBznX,0.0,36
10785,PNejPG,1.0,77
10786,3gB5MQ,0.0,82
10787,2mewbW,0.0,60
10788,5orvNq,1.0,83
10789,krENWR,1.0,59
10790,YONo14,1.0,131
10791,ElY3gj,0.5,150
10792,XKREzd,1.0,89
10793,e3LGyb,0.0,74
10794,4ae1Pn,0.0,130
10795,bQG9e2,1.0,67
10796,anQpPG,1.0,129
10797,mNEW0v,1.0,75
10798,GEqPLY,1.0,79
10799,w52lw0,0.0,62
10800,ElwkX0,1.0,52
10801,1oX9AX,0.0,82
10802,2mZWAo,0.0,96
10803,kraLkE,1.0,63
10804,vRL2k2,0.0,48
10805,qRnQBN,1.0,49
10806,nodyeK,0.0,34
10807,1oXld0,1.0,39
10808,ElwZkr,1.0,107
10809,mNE0oP,0.0,44
10810,g2B10b,0.0,50
10811,XK9NBd,0.0,70
10812,PNKegp,0.0,10
10813,bQPWv2,1.0,55
10814,dPLN0j,0.0,121
10815,nodeaR,1.0,117
10816,6oXZ5b,0.0,68
10817,JKwaGy,1.0,39
10818,QEN3rO,0.0,48
10819,XK9QAd,0.0,59
10820,j6JnLp,1.0,57
10821,lRkGOv,1.0,51
10822,WwKrjA,1.0,40
10823,zwOQRB,0.0,31
10824,lRzZa9,1.0,63
10825,RO20Wl,1.0,61
10826,JKyAzy,1.0,105
10827,noyZrJ,0.0,41
10828,noyEMJ,1.0,40
10829,2mloY3,0.0,54
10830,KNvrov,0.0,80
10831,MNQbYg,1.0,117
10832,lRzvRY,0.0,80
10833,QEKnlV,1.0,133
10834,KNZOjE,0.0,44
10835,ZOmMar,1.0,61
10836,YOkLwV,0.5,79
10837,noj0Lk,0.5,100
10838,bQgEBE,1.0,91
10839,QEWMeX,1.0,46
10840,yMV00b,0.0,66
10841,VOwAdG,0.0,62
10842,GEGgy9,0.5,35
10843,0aOAGM,1.0,51
10844,noLO6b,1.0,44
10845,6omGGb,0.0,52
10846,rR6WGM,0.0,58
10847,YOgZRZ,0.0,30
10848,4a5OkN,1.0,51
10849,6omO5J,0.0,92
10850,noLGQk,1.0,95
10851,oO2Jlq,0.5,79
10852,ZORqJ9,0.0,4
10853,9ZoQ5G,1.0,7
10854,zw3E6G,1.0,14
10855,noNzJa,1.0,18
10856,MNJzzP,0.0,64
10857,yMjbrJ,1.0,67
10858,g2vQXm,0.0,28
10859,lR30lr,0.0,56
10860,2mRQeW,0.0,68
10861,YOb6KE,1.0,45
10862,3gRGjQ,1.0,63
10863,e3qRYb,0.0,50
10864,QEbQ4V,1.0,57
10865,BN3jMa,1.0,41
10866,2mRQY2,0.0,38
10867,3gRG1r,1.0,45
10868,3gbg33,1.0,37
10869,j6eEqW,1.0,49
10870,dPQNkP,1.0,23
10871,QE3BAX,1.0,51
10872,krB3GE,1.0,63
10873,AkrA4N,1.0,43
10874,ZOkRrX,0.5,172
10875,oOaBGY,1.0,51
10876,LwvpyO,1.0,41
10877,ZOkenm,1.0,39
10878,3gb5A4,1.0,65
10879,bQv6Zb,1.0,61
10880,qRELpR,0.5,79
10881,OWGzlm,1.0,39
10882,KNyYLq,1.0,197
10883,qRKqra,0.0,48
10884,AkWpA9,0.0,118
10885,rRa1rb,1.0,74
10886,VOrL3g,0.0,92
10887,JKv4g2,0.0,66
10888,mNeOgv,0.0,72
10889,an0zbp,0.0,62
10890,e3w9Aj,1.0,53
10891,OWJyXy,1.0,81
10892,LwQb5a,1.0,61
10893,2mrYy5,1.0,47
10894,MNGomg,1.0,31
10895,WwWvWB,1.0,69
10896,an06Oy,1.0,59
10897,e3wkvL,1.0,31
10898,g2rd0O,1.0,55
10899,vROwV1,1.0,71
10900,VOr5WA,1.0,141
10901,rRa0z3,1.0,53
10902,an06rG,1.0,71
10903,LwQbNK,1.0,53
10904,krdlKW,0.0,98
10905,GEWpBa,1.0,65
10906,6o01Jb,0.0,13
10907,oOjYe6,1.0,122
10908,mNenjA,0.0,208
10909,bQ4O4E,1.0,61
10910,KNlVBE,0.0,48
10911,bQ1k6B,1.0,39
10912,yMLv4J,1.0,93
10913,nobWLk,1.0,157
10914,NRKPAO,1.0,69
10915,GE0dLY,1.0,57
10916,1oQkbv,0.0,90
10917,Ak6NK2,0.5,138
10918,oOqpOX,1.0,51
10919,j6Pr4M,1.0,177
10920,ZORZAG,1.0,83
10921,w542Pe,0.0,86
10922,JKPaGM,0.5,289
10923,OWBj9w,0.0,40
10924,3gaXbv,1.0,63
10925,NRej9g,0.0,66
10926,PN60JW,1.0,79
10927,bQRVpE,0.5,174
10928,noe1yJ,0.0,102
10929,e3yZbN,0.5,122
10930,j6P0Ro,0.0,102
10931,QErAZY,0.5,172
10932,1o5Al0,0.0,54
10933,bQRKQ3,1.0,77
10934,3gao65,1.0,143
10935,4akgX9,0.0,114
10936,5ob0vq,1.0,77
10937,ElyrMP,1.0,59
10938,bQREeB,0.0,48
10939,9ZorNV,0.0,38
10940,g2nAqd,0.0,46
10941,rR51Xl,0.0,50
10942,pwzla5,1.0,85
10943,pwzlOG,0.0,64
10944,pwzQK5,1.0,53
10945,RO1GrN,1.0,57
10946,zwXJzo,0.0,32
10947,pwzQBW,1.0,71
10948,vRLdA1,0.5,161
10949,ElwkQa,1.0,17
10950,NRA1Py,1.0,55
10951,PNK13G,1.0,149
10952,rRQzR6,1.0,41
10953,g2BeB6,1.0,41
10954,lRkgjJ,1.0,73
10955,mNEM2A,1.0,47
10956,vRLME2,0.0,48
10957,5oZ25r,1.0,54
10958,GEqoLv,1.0,66
10959,kraNXR,0.0,26
10960,BNwOdg,1.0,42
